"depth","Fraction","cc_variant","Plot","OC_Frac","OC_Frac_pc","cc_variant.fal","OC_Frac.fal","OC_Frac_pc.fal","OC_ratio.pc","OC_ratio.fal"
"20-30 cm","2-1","Mix4","36",2.11635512456111,11.189949667893,"Fallow",2.06832931931044,10.8559438652143,102.321961246804,100.334005802679
"20-30 cm","2-1","Fallow","42",1.7612150084317,10.2323939763716,"Fallow",2.06832931931044,10.8559438652143,85.1515758147678,99.3764501111573
"20-30 cm","2-1","Clover","39",1.29984321574514,10.3280153152137,"Fallow",2.06832931931044,10.8559438652143,62.8450800174556,99.4720714499994
"20-30 cm","2-1","Oat","14",1.91717342248224,11.1855007618815,"Fallow",2.06832931931044,10.8559438652143,92.6918844394376,100.329556896667
"20-30 cm","2-1","Clover","23",2.12573622704508,10.7728944926564,"Fallow",2.06832931931044,10.8559438652143,102.775520667752,99.9169506274421
"20-30 cm","2-1","Mix4","10",2.59741014360422,12.4651696485648,"Fallow",2.06832931931044,10.8559438652143,125.580105612494,101.60922578335
"20-30 cm","2-1","Oat","22",2.20418250313939,10.4162119531644,"Fallow",2.06832931931044,10.8559438652143,106.568256928942,99.5602680879501
"20-30 cm","2-1","Mix12","37",2.02816024730554,12.2469712835728,"Fallow",2.06832931931044,10.8559438652143,98.0578976650444,101.391027418359
"20-30 cm","2-1","Fallow","9",2.38758733077052,11.0703011104605,"Fallow",2.06832931931044,10.8559438652143,115.435550252052,100.214357245246
"20-30 cm","2-1","Phacelia","24",2.06107869289763,11.2603363513526,"Fallow",2.06832931931044,10.8559438652143,99.6494452626515,100.404392486138
"20-30 cm","2-1","Phacelia","38",2.18254709871891,12.9769934343766,"Fallow",2.06832931931044,10.8559438652143,105.522224064713,102.121049569162
"20-30 cm","4-2","Phacelia","12",2.19905073375262,11.0212462498558,"Fallow",2.07244304880711,10.887222651846,106.109103216052,100.13402359801
"20-30 cm","4-2","Mustard","26",2.24196310825474,11.5753331829369,"Fallow",2.07244304880711,10.887222651846,108.179721008266,100.688110531091
"20-30 cm","4-2","Oat","40",1.63672311174449,12.3330437963485,"Fallow",2.07244304880711,10.887222651846,78.9755410980574,101.445821144503
"20-30 cm","4-2","Mustard","41",1.97568367089671,12.1980151125989,"Fallow",2.07244304880711,10.887222651846,95.3311441795184,101.310792460753
"20-30 cm","4-2","Clover","13",1.92838860579734,9.91711415901903,"Fallow",2.07244304880711,10.887222651846,93.0490517897375,99.029891507173
"20-30 cm","4-2","Mix12","11",2.08737503139915,9.82947562030193,"Fallow",2.07244304880711,10.887222651846,100.720501468093,98.9422529684559
"20-30 cm","4-2","Mix12","28",2.23092889334001,11.1557365781177,"Fallow",2.07244304880711,10.887222651846,107.647295525159,100.268513926272
"20-30 cm","4-2","Oat","14",1.43367237776849,8.36457635275118,"Fallow",2.07244304880711,10.887222651846,69.1778902485986,97.4773537009052
"20-30 cm","4-2","Mix4","27",1.33727204346009,8.01189411604885,"Fallow",2.07244304880711,10.887222651846,64.5263590828139,97.1246714642028
"20-30 cm","4-2","Fallow","42",1.8137934232715,10.5378666487701,"Fallow",2.07244304880711,10.887222651846,87.5195786111235,99.6506439969241
"20-30 cm","4-2","Fallow","25",2.02641053511706,11.1020090273248,"Fallow",2.07244304880711,10.887222651846,97.7788285320292,100.214786375479
"20-30 cm","4-2","Mustard","8",1.637887359199,8.83204488586192,"Fallow",2.07244304880711,10.887222651846,79.0317186347661,97.9448222340159
"20-30 cm","4-2","Clover","23",1.90717863105175,9.66527921459454,"Fallow",2.07244304880711,10.887222651846,92.0256231962329,98.7780565627485
"20-30 cm","4-2","Mix4","36",1.98467898344758,10.4937293717703,"Fallow",2.07244304880711,10.887222651846,95.7651880754917,99.6065067199243
"20-30 cm","4-2","Oat","22",2.18414901632482,10.321540552532,"Fallow",2.07244304880711,10.887222651846,105.390062109645,99.434317900686
"20-30 cm","4-2","Clover","39",1.39704778583938,11.1003625310019,"Fallow",2.07244304880711,10.887222651846,67.4106719913735,100.213139879156
"20-30 cm","4-2","Mix12","37",1.96966162586682,11.8937295030772,"Fallow",2.07244304880711,10.887222651846,95.0405670737516,101.006506851231
"20-30 cm","4-2","Fallow","9",2.37712518803276,11.0217922794431,"Fallow",2.07244304880711,10.887222651846,114.701592856847,100.134569627597
"20-30 cm","4-2","Mix4","10",2.42712376525276,11.6479523137448,"Fallow",2.07244304880711,10.887222651846,117.114135737038,100.760729661899
"20-30 cm","4-2","Phacelia","24",1.87533011003668,10.2455320515416,"Fallow",2.07244304880711,10.887222651846,90.4888610143529,99.3583093996956
"20-30 cm","4-2","Phacelia","38",2.1353428786737,12.6963264769666,"Fallow",2.07244304880711,10.887222651846,103.035057098568,101.809103825121
"20-30 cm","8-4","Phacelia","12",1.09388343815514,5.48234679423405,"Fallow",1.55332607843064,8.19350330547722,70.422009476614,97.2888434887568
"20-30 cm","8-4","Mustard","26",1.4375678157082,7.42221242562867,"Fallow",1.55332607843064,8.19350330547722,92.547716520707,99.2287091201514
"20-30 cm","8-4","Mustard","41",1.97275821497605,12.1799531343292,"Fallow",1.55332607843064,8.19350330547722,127.002194991098,103.986449828852
"20-30 cm","8-4","Clover","13",1.30704870102748,6.72175262834409,"Fallow",1.55332607843064,8.19350330547722,84.145159163749,98.5282493228669
"20-30 cm","8-4","Mix12","28",1.9518861625772,9.7603863239157,"Fallow",1.55332607843064,8.19350330547722,125.658494354852,101.566883018438
"20-30 cm","8-4","Oat","40",1.40018777768463,10.5507016192194,"Fallow",1.55332607843064,8.19350330547722,90.1412650651738,102.357198313742
"20-30 cm","8-4","Mix4","27",1.34591558712913,8.06367950781145,"Fallow",1.55332607843064,8.19350330547722,86.6473308997002,99.8701762023342
"20-30 cm","8-4","Mix4","36",1.46401521484702,7.74078810169676,"Fallow",1.55332607843064,8.19350330547722,94.2503467350623,99.5472847962195
"20-30 cm","8-4","Mix12","11",1.83051159675123,8.61990243357741,"Fallow",1.55332607843064,8.19350330547722,117.844644609369,100.4263991281
"20-30 cm","8-4","Mustard","8",1.31847476011681,7.10966367548167,"Fallow",1.55332607843064,8.19350330547722,84.8807458025103,98.9161603700044
"20-30 cm","8-4","Oat","14",1.36234350188048,7.9484172373403,"Fallow",1.55332607843064,8.19350330547722,87.7049269176559,99.7549139318631
"20-30 cm","8-4","Fallow","9",1.69759735918436,7.87108965117039,"Fallow",1.55332607843064,8.19350330547722,109.287894071764,99.6775863456932
"20-30 cm","8-4","Fallow","42",1.44795278246206,8.41238761786867,"Fallow",1.55332607843064,8.19350330547722,93.2162797347072,100.218884312391
"20-30 cm","8-4","Fallow","25",1.51442809364549,8.2970326473926,"Fallow",1.55332607843064,8.19350330547722,97.4958261935288,100.103529341915
"20-30 cm","8-4","Mix12","37",1.91182638482747,11.544493520798,"Fallow",1.55332607843064,8.19350330547722,123.07952666056,103.350990215321
"20-30 cm","8-4","Clover","23",1.60217028380634,8.1195452225546,"Fallow",1.55332607843064,8.19350330547722,103.144491427393,99.9260419170774
"20-30 cm","8-4","Mix4","10",2.13197476550178,10.2315097228204,"Fallow",1.55332607843064,8.19350330547722,137.252235387419,102.038006417343
"20-30 cm","8-4","Oat","22",1.82298869820008,8.61482052490208,"Fallow",1.55332607843064,8.19350330547722,117.360335573706,100.421317219425
"20-30 cm","8-4","Clover","39",1.18406554916187,9.40809397458778,"Fallow",1.55332607843064,8.19350330547722,76.2277518934183,101.214590669111
"20-30 cm","8-4","Phacelia","38",1.7780758603366,10.5720874380926,"Fallow",1.55332607843064,8.19350330547722,114.468937657509,102.378584132615
"20-30 cm","8-4","Phacelia","24",1.25686062020674,6.866634146026,"Fallow",1.55332607843064,8.19350330547722,80.9141517456899,98.6731308405488
"30-40 cm","<1","Oat","22",13.5310802907511,65.8077160815385,"Fallow",9.96247432518218,64.6989244838242,135.820478418183,101.108791597714
"30-40 cm","<1","Mix4","10",13.1461765693186,66.996177856665,"Fallow",9.96247432518218,64.6989244838242,131.956943026583,102.297253372841
"30-40 cm","<1","Mustard","8",11.4238904247298,65.8119116937766,"Fallow",9.96247432518218,64.6989244838242,114.66920818911,101.112987209952
"30-40 cm","<1","Mix12","11",10.0020769038285,57.203188001703,"Fallow",9.96247432518218,64.6989244838242,100.397517497698,92.5042635178788
"30-40 cm","<1","Fallow","9",9.74279551914396,59.9358754801059,"Fallow",9.96247432518218,64.6989244838242,97.7949372930082,95.2369509962817
"30-40 cm","<1","Phacelia","12",11.5167938611204,65.6356510588668,"Fallow",9.96247432518218,64.6989244838242,115.601741948879,100.936726575043
"30-40 cm","<1","Fallow","25",10.9359220691972,66.3584663798275,"Fallow",9.96247432518218,64.6989244838242,109.77114431858,101.659541896003
"30-40 cm","<1","Clover","13",11.4802631578947,67.4263460318974,"Fallow",9.96247432518218,64.6989244838242,115.235058913788,102.727421548073
"30-40 cm","<1","Mix12","28",8.72053422370618,62.2165373952822,"Fallow",9.96247432518218,64.6989244838242,87.5338187990432,97.517612911458
"30-40 cm","<1","Oat","14",10.2418801410106,68.2953891370592,"Fallow",9.96247432518218,64.6989244838242,102.804582543537,103.596464653235
"30-40 cm","<1","Mix4","36",8.07386058981233,59.3882803025074,"Fallow",9.96247432518218,64.6989244838242,81.042724189552,94.6893558186832
"30-40 cm","<1","Mix12","37",9.32810713688785,64.6636952993685,"Fallow",9.96247432518218,64.6989244838242,93.6324333936717,99.9647708155443
"30-40 cm","<1","Clover","23",8.95445011290458,58.2380022955056,"Fallow",9.96247432518218,64.6989244838242,89.8817886061737,93.5390778116814
"30-40 cm","<1","Phacelia","38",9.23448984707947,64.9021324489519,"Fallow",9.96247432518218,64.6989244838242,92.6927342109923,100.203207965128
"30-40 cm","<1","Phacelia","24",9.29760116812682,60.6228820339025,"Fallow",9.96247432518218,64.6989244838242,93.3262246370386,95.9239575500783
"30-40 cm","<1","Clover","39",8.36333834586466,70.3514425223681,"Fallow",9.96247432518218,64.6989244838242,83.9484055153308,105.652518038544
"30-40 cm","<1","Oat","40",10.9493752099429,69.8489932885906,"Fallow",9.96247432518218,64.6989244838242,109.906182465797,105.150068804766
"30-40 cm","<1","Mustard","26",8.28822693850267,59.5657659356371,"Fallow",9.96247432518218,64.6989244838242,83.1944622186126,94.8668414518129
"30-40 cm","<1","Mustard","41",9.56437337798242,65.2163543624051,"Fallow",9.96247432518218,64.6989244838242,96.0039952505224,100.517429878581
"30-40 cm","<1","Mix4","27",9.89279219154083,68.7443833730567,"Fallow",9.96247432518218,64.6989244838242,99.3005539450654,104.045458889233
"30-40 cm","<1","Fallow","42",9.20870538720539,67.8024315915391,"Fallow",9.96247432518218,64.6989244838242,92.4339183884119,103.103507107715
"30-40 cm","16-8","Mix4","10",0.346424974823766,1.76546763272987,"Fallow",0.47170380147523,3.02261751278359,73.4412090257359,98.7428501199463
"30-40 cm","16-8","Mustard","26",0.53456550802139,3.84181130226383,"Fallow",0.47170380147523,3.02261751278359,113.326521081569,100.81919378948
"30-40 cm","16-8","Phacelia","12",0.181439114391144,1.03404424392887,"Fallow",0.47170380147523,3.02261751278359,38.4646284010649,98.0114267311453
"30-40 cm","16-8","Fallow","25",0.184786698018139,1.12127370790383,"Fallow",0.47170380147523,3.02261751278359,39.1743075718762,98.0986561951202
"30-40 cm","16-8","Mix12","11",0.265245641838352,1.51697457064181,"Fallow",0.47170380147523,3.02261751278359,56.2313979681337,98.4943570578582
"30-40 cm","16-8","Oat","40",0.615740678535438,3.92797449150145,"Fallow",0.47170380147523,3.02261751278359,130.535449705883,100.905356978718
"30-40 cm","16-8","Fallow","9",0.918323022905868,5.64935333429195,"Fallow",0.47170380147523,3.02261751278359,194.682133159381,102.626735821508
"30-40 cm","16-8","Phacelia","24",0.602259491030455,3.92689527312701,"Fallow",0.47170380147523,3.02261751278359,127.677472419539,100.904277760343
"30-40 cm","16-8","Clover","39",0.394820384294069,3.32118376940443,"Fallow",0.47170380147523,3.02261751278359,83.7009121103726,100.298566256621
"30-40 cm","16-8","Clover","13",0.338947368421053,1.99071939688444,"Fallow",0.47170380147523,3.02261751278359,71.8559755848929,98.9681018841009
"30-40 cm","16-8","Clover","23",0.95530735134231,6.21313324870825,"Fallow",0.47170380147523,3.02261751278359,202.522716237315,103.190515735925
"30-40 cm","16-8","Mustard","41",0.114770196735036,0.782580679853586,"Fallow",0.47170380147523,3.02261751278359,24.3309882973378,97.75996316707
"30-40 cm","16-8","Mix4","27",0.142961541670143,0.993430655157105,"Fallow",0.47170380147523,3.02261751278359,30.3074813522888,97.9708131423735
"30-40 cm","16-8","Mustard","8",0.553180028482868,3.18681585972375,"Fallow",0.47170380147523,3.02261751278359,117.272751831303,100.16419834694
"30-40 cm","16-8","Fallow","42",0.312001683501684,2.29722549615498,"Fallow",0.47170380147523,3.02261751278359,66.1435592687433,99.2746079833714
"30-40 cm","16-8","Phacelia","38",0.506284783153673,3.55828666198823,"Fallow",0.47170380147523,3.02261751278359,107.331079709405,100.535669149205
"30-40 cm","16-8","Oat","14",0.554305858653685,3.69624852043717,"Fallow",0.47170380147523,3.02261751278359,117.511424949326,100.673631007654
"30-40 cm","16-8","Oat","22",0.238288077533629,1.15890186260052,"Fallow",0.47170380147523,3.02261751278359,50.5164632526587,98.1362843498169
"30-40 cm","16-8","Mix12","37",0.135324252047468,0.938085945261973,"Fallow",0.47170380147523,3.02261751278359,28.6883954770447,97.9154684324784
"30-40 cm","16-8","Mix12","28",0.543823038397329,3.87989835678712,"Fallow",0.47170380147523,3.02261751278359,115.289093854353,100.857280844004
"30-40 cm","16-8","Mix4","36",0.320599865951743,2.35821197211568,"Fallow",0.47170380147523,3.02261751278359,67.9663519668662,99.3355944593321
"30-40 cm","2-1","Mustard","8",2.11401273351763,12.1786199066306,"Fallow",1.7612084491993,11.4148513068198,120.031943662247,100.763768599811
"30-40 cm","2-1","Fallow","25",1.84227074235808,11.1787794706078,"Fallow",1.7612084491993,11.4148513068198,104.602651843717,99.763928163788
"30-40 cm","2-1","Mix12","11",1.82603136208191,10.443312554635,"Fallow",1.7612084491993,11.4148513068198,103.680592885645,99.0284612478152
"30-40 cm","2-1","Mix4","10",2.3713326619671,12.084899661948,"Fallow",1.7612084491993,11.4148513068198,134.642362353257,100.670048355128
"30-40 cm","2-1","Oat","22",2.09696382320996,10.1984761708482,"Fallow",1.7612084491993,11.4148513068198,119.063920239725,98.7836248640284
"30-40 cm","2-1","Mix12","37",1.82178004345646,12.6288246804851,"Fallow",1.7612084491993,11.4148513068198,103.43920643151,101.213973373665
"30-40 cm","2-1","Clover","23",1.82468846700677,11.8674189693658,"Fallow",1.7612084491993,11.4148513068198,103.604344382763,100.452567662546
"30-40 cm","2-1","Fallow","9",1.87643036281558,11.5434524261355,"Fallow",1.7612084491993,11.4148513068198,106.54220763412,100.128601119316
"30-40 cm","2-1","Phacelia","24",1.71822277847309,11.2032786655145,"Fallow",1.7612084491993,11.4148513068198,97.5593081701514,99.7884273586947
"30-40 cm","2-1","Clover","39",1.0910208855472,9.17754250110296,"Fallow",1.7612084491993,11.4148513068198,61.9472888653931,97.7626911942831
"30-40 cm","2-1","Oat","40",1.7178149143433,10.9584008331405,"Fallow",1.7612084491993,11.4148513068198,97.5361499727231,99.5435495263207
"30-40 cm","2-1","Mustard","26",1.6046875,11.5325558450636,"Fallow",1.7612084491993,11.4148513068198,91.1128663236621,100.117704538244
"30-40 cm","2-1","Phacelia","12",2.05447668567595,11.7087200201467,"Fallow",1.7612084491993,11.4148513068198,116.651534723785,100.293868713327
"30-40 cm","2-1","Mix4","27",1.63858513389505,11.3864238177562,"Fallow",1.7612084491993,11.4148513068198,93.0375467276461,99.9715725109364
"30-40 cm","2-1","Clover","13",2.00168922305764,11.7564021264958,"Fallow",1.7612084491993,11.4148513068198,113.654305029463,100.341550819676
"30-40 cm","2-1","Mix12","28",1.41998914858097,10.1308940137426,"Fallow",1.7612084491993,11.4148513068198,80.6258423996626,98.7160427069228
"30-40 cm","2-1","Oat","14",1.6287057243579,10.8606124757679,"Fallow",1.7612084491993,11.4148513068198,92.4766017956796,99.4457611689481
"30-40 cm","2-1","Mix4","36",1.55516923592493,11.4392396888157,"Fallow",1.7612084491993,11.4148513068198,88.3012590946834,100.024388381996
"30-40 cm","2-1","Fallow","42",1.56492424242424,11.5223220237162,"Fallow",1.7612084491993,11.4148513068198,88.8551405221627,100.107470716896
"30-40 cm","2-1","Phacelia","38",1.55100526447731,10.9008240597031,"Fallow",1.7612084491993,11.4148513068198,88.0648321430916,99.4859727528833
"30-40 cm","2-1","Mustard","41",1.60586772708246,10.9498902447336,"Fallow",1.7612084491993,11.4148513068198,91.1798786686799,99.5350389379138
"30-40 cm","4-2","Mix12","11",3.60101342897656,20.5946675030619,"Fallow",1.6721271264505,10.8518394476656,215.355242553872,109.742828055396
"30-40 cm","4-2","Clover","23",2.00534916785147,13.0424010372583,"Fallow",1.6721271264505,10.8518394476656,119.928032751213,102.190561589593
"30-40 cm","4-2","Fallow","25",1.83732112865301,11.1487455354204,"Fallow",1.6721271264505,10.8518394476656,109.879272908704,100.296906087755
"30-40 cm","4-2","Mustard","8",1.53571919242691,8.84712756519877,"Fallow",1.6721271264505,10.8518394476656,91.8422509948065,97.9952881175332
"30-40 cm","4-2","Oat","40",1.34955156197514,8.60915040242742,"Fallow",1.6721271264505,10.8518394476656,80.7086698509519,97.7573109547618
"30-40 cm","4-2","Fallow","9",1.65163685002508,10.1605643253976,"Fallow",1.6721271264505,10.8518394476656,98.7745981689256,99.308724877732
"30-40 cm","4-2","Mix4","10",2.04309499832158,10.4121190799365,"Fallow",1.6721271264505,10.8518394476656,122.185386864607,99.5602796322709
"30-40 cm","4-2","Clover","39",1.09777944862155,9.23439475817973,"Fallow",1.6721271264505,10.8518394476656,65.6516739221771,98.3825553105142
"30-40 cm","4-2","Clover","13",1.79532999164578,10.5444047399651,"Fallow",1.6721271264505,10.8518394476656,107.36803220559,99.6925652922995
"30-40 cm","4-2","Mustard","26",1.56910427807487,11.2768266180341,"Fallow",1.6721271264505,10.8518394476656,93.8388148397354,100.424987170369
"30-40 cm","4-2","Phacelia","12",2.01694062395169,11.4947973017959,"Fallow",1.6721271264505,10.8518394476656,120.621248949722,100.64295785413
"30-40 cm","4-2","Oat","22",2.40244548416743,11.6841705855171,"Fallow",1.6721271264505,10.8518394476656,143.676006815775,100.832331137852
"30-40 cm","4-2","Mix12","37",1.59358515794752,11.0469469930953,"Fallow",1.6721271264505,10.8518394476656,95.3028709802884,100.19510754543
"30-40 cm","4-2","Fallow","42",1.5274234006734,11.2462084821787,"Fallow",1.6721271264505,10.8518394476656,91.3461289223705,100.394369034513
"30-40 cm","4-2","Phacelia","38",1.50048884432189,10.5457829641941,"Fallow",1.6721271264505,10.8518394476656,89.7353329532455,99.6939435165285
"30-40 cm","4-2","Phacelia","24",1.95868836045056,12.7711794977645,"Fallow",1.6721271264505,10.8518394476656,117.137526774556,101.919340050099
"30-40 cm","4-2","Mix4","27",1.47243513806624,10.2318580703371,"Fallow",1.6721271264505,10.8518394476656,88.0576072700793,99.3800186226715
"30-40 cm","4-2","Mix12","28",1.44230383973289,10.2900978859944,"Fallow",1.6721271264505,10.8518394476656,86.2556331344577,99.4382584383288
"30-40 cm","4-2","Mustard","41",1.81068396818753,12.346465642954,"Fallow",1.6721271264505,10.8518394476656,108.286262422592,101.494626195288
"30-40 cm","4-2","Mix4","36",1.90181467828418,13.9890331200268,"Fallow",1.6721271264505,10.8518394476656,113.736249367669,103.137193672361
"30-40 cm","4-2","Oat","14",1.62021990935034,10.8040269631367,"Fallow",1.6721271264505,10.8518394476656,96.8957373946595,99.9521875154711
"30-40 cm","8-4","Fallow","9",2.06617956863401,12.710754434069,"Fallow",1.57152299994668,10.0117672489068,131.476253844463,102.698987185162
"30-40 cm","8-4","Mix4","10",1.71524924471299,8.74133576872066,"Fallow",1.57152299994668,10.0117672489068,109.145666004964,98.7295685198139
"30-40 cm","8-4","Oat","40",1.04329862277461,6.65548098434004,"Fallow",1.57152299994668,10.0117672489068,66.3877412427313,96.6437137354332
"30-40 cm","8-4","Mustard","26",1.91782921122995,13.7830402990013,"Fallow",1.57152299994668,10.0117672489068,122.036343807569,103.771273050094
"30-40 cm","8-4","Phacelia","12",1.77690204629319,10.1267873752617,"Fallow",1.57152299994668,10.0117672489068,113.068790361546,100.115020126355
"30-40 cm","8-4","Mix12","11",1.79080657269163,10.2418573699582,"Fallow",1.57152299994668,10.0117672489068,113.953570692404,100.230090121051
"30-40 cm","8-4","Mustard","8",1.73159085197286,9.97552497467028,"Fallow",1.57152299994668,10.0117672489068,110.18552398098,99.9637577257635
"30-40 cm","8-4","Clover","23",1.63581834908422,10.6390444491622,"Fallow",1.57152299994668,10.0117672489068,104.091276369466,100.627277200255
"30-40 cm","8-4","Phacelia","38",1.43606166959138,10.0929738651626,"Fallow",1.57152299994668,10.0117672489068,91.3802514910761,100.081206616256
"30-40 cm","8-4","Fallow","25",1.6797699025865,10.1927349062405,"Fallow",1.57152299994668,10.0117672489068,106.888025351426,100.180967657334
"30-40 cm","8-4","Clover","39",0.940982456140351,7.91543644894478,"Fallow",1.57152299994668,10.0117672489068,59.8771036868234,97.903669200038
"30-40 cm","8-4","Clover","13",1.41014619883041,8.28212770475726,"Fallow",1.57152299994668,10.0117672489068,89.7311842638164,98.2703604558505
"30-40 cm","8-4","Mix12","28",1.88977462437396,13.4825723481937,"Fallow",1.57152299994668,10.0117672489068,120.251159190039,103.470805099287
"30-40 cm","8-4","Phacelia","24",1.76001335002086,11.4757645296915,"Fallow",1.57152299994668,10.0117672489068,111.994119722115,101.463997280785
"30-40 cm","8-4","Mix4","27",1.24391757737549,8.64390408369286,"Fallow",1.57152299994668,10.0117672489068,79.1536348763394,98.6321368347861
"30-40 cm","8-4","Mix12","37",1.54677419354839,10.7224470817891,"Fallow",1.57152299994668,10.0117672489068,98.42517058935,100.710679832882
"30-40 cm","8-4","Fallow","42",0.968619528619529,7.13181240641092,"Fallow",1.57152299994668,10.0117672489068,61.6357208041113,97.1200451575041
"30-40 cm","8-4","Mustard","41",1.56991042277103,10.7047090700537,"Fallow",1.57152299994668,10.0117672489068,99.8973876185265,100.692941821147
"30-40 cm","8-4","Oat","22",2.29276297100844,11.1507352994956,"Fallow",1.57152299994668,10.0117672489068,145.894331237038,101.138968050589
"30-40 cm","8-4","Mix4","36",1.74359584450402,12.8252349165344,"Fallow",1.57152299994668,10.0117672489068,110.949432147234,102.813467667628
"30-40 cm","8-4","Oat","14",0.951332885680712,6.34372290359911,"Fallow",1.57152299994668,10.0117672489068,60.5357278075466,96.3319556546923
